episode,robot_pos,target_pos,step
2604,"[192.22400158456347, 494.75280275171866, 262.0]","[186, 503]",798
2605,"[414.8385599438695, 397.75974367378865, 274.0]","[407, 404]",530
2606,"[430.86462702459664, 370.06664912880615, 32.0]","[429, 360]",751
2607,"[675.3539692958275, 320.4111828809643, 182.0]","[682, 328]",1202
2608,"[404.069857248753, 391.2826935861097, 340.0]","[395, 387]",689
2609,"[734.8431319296391, 492.4294598857303, 206.0]","[738, 502]",1550
2610,"[373.5693151208521, 251.3089554578786, 34.0]","[372, 241]",374
2611,"[367.66047875050583, 133.71067515943417, 74.0]","[373, 125]",820
2612,"[539.8210017757583, 87.56578443468146, 78.0]","[545, 79]",572
2613,"[222.15791769202892, 197.6404279211241, 118.0]","[232, 195]",764
2614,"[72.36481986540352, 228.61115420049993, 66.0]","[76, 219]",540
2615,"[472.53994039634284, 357.58120428276953, 160.0]","[482, 362]",555
2616,"[126.62297185245352, 385.6947500191537, 284.0]","[118, 391]",279
2617,"[408.5571197243704, 134.16024123655325, 136.0]","[419, 135]",693
2618,"[305.1933916398559, 390.72476425259725, 306.0]","[295, 392]",352
2619,"[261.15858031815526, 419.88989683929054, 272.0]","[254, 427]",587
2620,"[74.35678918344087, 346.62944515457735, 346.0]","[66, 341]",1336
2621,"[232.69774254876447, 372.83787894633014, 14.0]","[228, 364]",1150
2622,"[671.387750705991, 452.18011947540396, 154.0]","[681, 455]",466
2623,"[82.01190512529152, 201.22640010542608, 352.0]","[74, 195]",1069
2624,"[568.9793110311879, 502.46740586177464, 302.0]","[559, 505]",874
2625,"[143.9254367733626, 164.65621935601888, 0.0]","[137, 157]",481
2626,"[113.55456361230722, 112.74158205934225, 60.0]","[116, 103]",1161
2627,"[635.6833580206835, 249.12142435966032, 178.0]","[643, 256]",858
2628,"[564.6257367997683, 145.47083120159846, 66.0]","[569, 136]",872
2629,"[213.96754566356273, 219.2985396848667, 304.0]","[204, 221]",469
2630,"[102.94153750225827, 79.44844208828628, 90.0]","[110, 72]",1054
2631,"[163.79750573311236, 402.5658829666836, 20.0]","[160, 393]",581
2632,"[582.5912769872681, 238.88305198088136, 230.0]","[581, 249]",242
2633,"[304.031396466788, 269.3519650413463, 314.0]","[294, 269]",450
2634,"[176.2837325979468, 530.8162178872655, 340.0]","[167, 527]",439
2635,"[172.41279443013735, 401.112271992082, 156.0]","[182, 405]",207
2636,"[347.21018295917565, 527.3674859172633, 318.0]","[337, 527]",1186
2637,"[524.5093252306884, 79.8940403918935, 60.0]","[527, 70]",713
2638,"[307.5995138826848, 257.9221371231475, 228.0]","[307, 268]",643
2639,"[300.0629565026981, 466.8175932219125, 230.0]","[299, 477]",548
2640,"[424.18819405690954, 454.0176041590537, 342.0]","[415, 449]",478
2641,"[535.969024776607, 273.51535861286686, 4.0]","[529, 266]",235
2642,"[504.99095638761344, 127.04237402174041, 146.0]","[515, 129]",1378
2643,"[322.44985325077596, 121.78553494797406, 56.0]","[325, 112]",207
2644,"[430.38607294536087, 121.96117604431939, 36.0]","[429, 112]",803
2645,"[131.60128372553743, 460.4084352661533, 8.0]","[126, 452]",793
2646,"[596.6933848194267, 86.2251946999286, 162.0]","[606, 91]",642
2647,"[629.3878538795732, 441.1507845875252, 176.0]","[637, 448]",521
2648,"[443.0618392631987, 517.3630100807646, 210.0]","[446, 527]",674
2649,"[678.8477866052998, 261.8168463074664, 222.0]","[679, 272]",278
2650,"[639.5424869841352, 273.3696252186303, 154.0]","[649, 277]",1098
2651,"[716.0308187379283, 397.9958233024689, 140.0]","[726, 399]",281
2652,"[442.6474283341387, 115.55225033024604, 192.0]","[448, 124]",795
2653,"[64.94070909333605, 296.4128049468559, 346.0]","[56, 291]",1366
2654,"[314.29905896428124, 444.1160410311527, 194.0]","[319, 453]",452
2655,"[478.4950695470072, 269.88431610209153, 224.0]","[479, 280]",633
2656,"[548.4885964594026, 469.9624914345025, 224.0]","[548, 480]",1201
2657,"[381.85523936825655, 252.87783120119644, 186.0]","[388, 261]",568
2658,"[457.6652362637954, 77.97767939944463, 172.0]","[466, 84]",515
2659,"[173.60865337315218, 198.68167265971508, 350.0]","[165, 193]",1062
2660,"[590.5238700774073, 125.84452336065021, 0.0]","[583, 119]",273
2661,"[148.40459597242733, 138.96770206181552, 30.0]","[146, 129]",664
2662,"[719.9614510152857, 458.5871386221247, 268.0]","[713, 466]",65
2663,"[303.7807610930063, 341.1047667772376, 18.0]","[299, 332]",570
2664,"[224.08106003946259, 233.6442291056107, 304.0]","[214, 235]",127
2665,"[246.35643901991168, 274.66575823250105, 26.0]","[243, 265]",1164
2666,"[329.2571433592364, 474.8893509451532, 310.0]","[319, 476]",384
2667,"[126.82535904199429, 278.0877665866414, 48.0]","[128, 268]",845
2668,"[309.11469322811547, 498.50079802803936, 260.0]","[303, 507]",979
2669,"[544.6200847181309, 182.74027572632284, 158.0]","[554, 187]",1050
2670,"[642.8543366036035, 344.8926254727083, 136.0]","[653, 345]",601
2671,"[584.1614196439223, 79.84941381777446, 310.0]","[574, 81]",48
2672,"[459.2083752390055, 74.89696195234673, 54.0]","[461, 65]",740
2673,"[246.0458775312874, 518.0392159177995, 348.0]","[238, 512]",1191
2674,"[422.04216686634584, 313.4937261097875, 356.0]","[414, 307]",655
2675,"[512.7707603631118, 528.2772876346071, 204.0]","[516, 538]",1039
2676,"[100.13214890341891, 482.34299518195127, 286.0]","[91, 487]",942
2677,"[665.8751482124899, 234.9971259844489, 120.0]","[676, 233]",377
2678,"[279.67528795018814, 248.80752223566716, 224.0]","[280, 259]",501
2679,"[557.2572853709345, 271.34599818140975, 210.0]","[560, 281]",604
2680,"[270.8968501780191, 62.75209983230933, 106.0]","[280, 58]",418
2681,"[88.0182111644428, 332.3331602593685, 354.0]","[80, 326]",1284
2682,"[696.4168324601559, 136.02219747421628, 114.0]","[706, 133]",510
2683,"[191.21632883975755, 468.6659650588786, 302.0]","[181, 471]",794
2684,"[431.30014993727394, 190.7587888111589, 246.0]","[427, 200]",204
2685,"[209.85172016226957, 359.32079024814936, 24.0]","[206, 350]",249
2686,"[633.3457697539004, 450.75329604538297, 230.0]","[632, 461]",1258
2687,"[56.55423809323519, 350.1430711223106, 30.0]","[54, 340]",1138
2688,"[342.4040944555584, 311.52940657860375, 206.0]","[346, 321]",672
2689,"[177.71230832183522, 448.4412302567137, 12.0]","[172, 440]",1233
2690,"[470.2754171028048, 449.30275031428806, 172.0]","[478, 456]",751
2691,"[224.33472384888822, 519.2405699201594, 242.0]","[221, 529]",338
2692,"[570.2933843670878, 174.89688140855134, 84.0]","[577, 167]",639
2693,"[526.747394174169, 283.1179055256163, 184.0]","[533, 291]",987
2694,"[423.0994542837152, 121.13922405579454, 326.0]","[413, 119]",76
2695,"[571.2138255576698, 432.37091668960716, 206.0]","[575, 442]",1072
2696,"[632.3910332753202, 186.82509628325397, 34.0]","[630, 177]",266
2697,"[625.2451565642506, 537.5471464229726, 226.0]","[625, 548]",1424
2698,"[122.25363085619894, 380.40738274784195, 322.0]","[112, 379]",492
2699,"[104.73146664452032, 306.07086404109333, 16.0]","[100, 297]",1467
2700,"[300.7573236291463, 494.71499929652634, 332.0]","[291, 492]",1159
2701,"[480.90000488329554, 461.1275415084763, 194.0]","[486, 470]",788
2702,"[503.2952743015545, 477.0501406365213, 214.0]","[505, 487]",1100
2703,"[623.4197247709641, 514.9799207525725, 230.0]","[622, 525]",1500
2704,"[57.961891734042034, 109.96068060828183, 56.0]","[60, 100]",1363
2705,"[134.76362371982682, 255.3742508992213, 46.0]","[135, 245]",770
2706,"[730.1600915380048, 442.6932633063684, 220.0]","[731, 453]",1531
2707,"[689.1059296056993, 106.90179562840623, 164.0]","[698, 112]",1001
2708,"[67.64126862325733, 180.6668091880466, 22.0]","[64, 171]",322
2709,"[377.86069413339715, 309.53710909527473, 292.0]","[368, 313]",341
2710,"[59.19089258400319, 283.10135625230066, 340.0]","[50, 279]",831
2711,"[82.884686034094, 353.3460534521448, 20.0]","[79, 344]",615
2712,"[358.4667448089809, 220.09993853310874, 48.0]","[359, 210]",511
2713,"[543.3239546337371, 396.5470966376006, 180.0]","[550, 404]",193
2714,"[654.0333539072944, 121.57093130436658, 164.0]","[663, 126]",1131
2715,"[127.96680881770489, 126.84076337780576, 54.0]","[130, 117]",1116
2716,"[656.6636381266871, 537.675622432682, 232.0]","[655, 548]",1625
2717,"[160.51669057923326, 448.2549565904722, 338.0]","[151, 444]",490
2718,"[505.13555869837137, 333.22096398170333, 340.0]","[496, 329]",105
2719,"[611.7652677578285, 237.58432540088893, 172.0]","[620, 244]",935
2720,"[227.84909204369225, 156.36374307657505, 24.0]","[224, 147]",693
2721,"[562.6559655962855, 421.15224340856673, 212.0]","[565, 431]",273
2722,"[740.8353733176995, 170.93839242069362, 218.0]","[742, 181]",382
2723,"[358.4246620295434, 267.2777021624953, 52.0]","[360, 257]",425
2724,"[741.0653424796317, 315.59657817541984, 224.0]","[741, 326]",647
2725,"[611.8036670722506, 433.9428014979173, 224.0]","[612, 444]",363
2726,"[336.6660359040906, 531.5961138728536, 356.0]","[329, 525]",209
2727,"[243.4624915826139, 477.89870584030365, 292.0]","[234, 482]",737
2728,"[673.5917791096531, 163.66894554195193, 158.0]","[683, 168]",260
2729,"[327.6299817486943, 537.6886066720151, 256.0]","[322, 546]",689
2730,"[269.21731039774164, 87.34591294534316, 358.0]","[262, 80]",880
2731,"[401.7355328102481, 283.15655061470477, 98.0]","[410, 277]",618
2732,"[401.1103976186832, 256.4358717000846, 118.0]","[411, 254]",204
2733,"[670.7036088526905, 335.7019626424122, 180.0]","[678, 343]",1285
2734,"[477.7124707332283, 351.7525123239209, 256.0]","[472, 360]",113
2735,"[276.2743555269453, 523.4977895405996, 322.0]","[266, 522]",744
2736,"[337.2009251837861, 70.24490912519074, 162.0]","[346, 75]",530
2737,"[727.2247818184054, 486.73779963780765, 230.0]","[726, 497]",1060
2738,"[460.76677383762416, 483.27708840758646, 296.0]","[451, 486]",405
2739,"[212.52397226425356, 83.01369673110587, 56.0]","[214, 73]",767
2740,"[506.70061216142744, 292.2687802372593, 138.0]","[517, 293]",356
2741,"[203.01708685087746, 138.7803781980007, 76.0]","[208, 130]",893
2742,"[71.79216496048893, 512.0694754525157, 334.0]","[62, 509]",1602
2743,"[615.6387164685746, 223.41117571211032, 154.0]","[625, 227]",510
2744,"[56.62316167741973, 208.44459516006359, 74.0]","[62, 200]",354
2745,"[576.6316811531885, 361.72093053223625, 296.0]","[567, 365]",249
2746,"[580.2816523598798, 236.80176223330645, 194.0]","[585, 246]",1208
2747,"[570.1468516762648, 462.40631750215044, 174.0]","[578, 469]",762
2748,"[235.85187858872905, 251.64488200967625, 0.0]","[229, 244]",1199
2749,"[75.22924976938623, 280.37779426439096, 308.0]","[65, 281]",201
2750,"[136.15826272045197, 271.5240054740833, 352.0]","[128, 265]",1297
2751,"[327.94933736217587, 296.88293898054474, 230.0]","[327, 307]",126
2752,"[717.6321847202756, 209.04709346045098, 194.0]","[723, 218]",1504
2753,"[464.10681262648154, 80.28616430758544, 50.0]","[465, 70]",400
2754,"[271.06192121660365, 82.30942525042482, 82.0]","[277, 74]",308
2755,"[64.32059520760846, 517.1904324442405, 316.0]","[54, 517]",749
2756,"[428.0684235334195, 415.182474376585, 192.0]","[433, 424]",103
2757,"[634.9885470434036, 90.768295886061, 108.0]","[644, 86]",825
2758,"[588.2311411886143, 127.9273791504164, 154.0]","[598, 131]",1392
2759,"[76.56380304633615, 319.7482447541747, 24.0]","[73, 310]",1119
2760,"[452.1407276399937, 58.0000840911843, 148.0]","[462, 61]",871
2761,"[588.9344944334326, 454.5008926523031, 108.0]","[598, 450]",237
2762,"[120.72661272827038, 152.51915428834604, 74.0]","[126, 144]",912
2763,"[230.52658602131902, 149.49161952507436, 104.0]","[239, 144]",727
2764,"[722.4716185089101, 410.2584267944022, 238.0]","[720, 420]",832
2765,"[521.3564892935784, 463.4566625448421, 18.0]","[517, 454]",360
2766,"[66.81715131020816, 310.74923616722987, 262.0]","[61, 319]",454
2767,"[586.7092652233832, 173.09011171739618, 132.0]","[597, 173]",445
2768,"[258.072923229149, 507.947090342174, 344.0]","[249, 503]",623
2769,"[249.02262665704154, 363.4874610943431, 354.0]","[241, 357]",702
2770,"[200.48967585258777, 119.40013554141187, 118.0]","[210, 116]",334
2771,"[255.19532777704248, 215.6571807232358, 188.0]","[261, 224]",419
2772,"[654.7604809534386, 309.98021663642845, 188.0]","[661, 318]",477
2773,"[193.69613196668018, 362.33992851438404, 334.0]","[186, 369]",14
2774,"[237.42199986961103, 448.9535920611015, 8.0]","[231, 441]",1063
2775,"[602.4409795582866, 475.9888888709004, 154.0]","[612, 480]",482
2776,"[540.1297001845788, 301.6315041421131, 150.0]","[550, 305]",998
2777,"[508.7292140245883, 287.43211697341184, 192.0]","[514, 296]",1047
2778,"[166.7503741358243, 299.7697805650609, 330.0]","[157, 297]",676
2779,"[85.04206751531099, 248.59704848950577, 352.0]","[77, 242]",1027
2780,"[496.4606265757499, 438.78642245061553, 200.0]","[501, 448]",699
2781,"[230.2160174238999, 100.79903229983327, 106.0]","[239, 96]",566
2782,"[655.4524790472856, 174.33118840180583, 176.0]","[663, 181]",893
2783,"[464.62372571517426, 142.0689928730139, 354.0]","[457, 135]",498
2784,"[487.86241022553526, 139.24445148069762, 142.0]","[498, 141]",934
2785,"[461.63760853240797, 443.8055635705172, 226.0]","[461, 454]",672
2786,"[242.1636739367258, 60.13717255316903, 40.0]","[241, 50]",663
2787,"[92.90030236589313, 246.77569170902916, 342.0]","[84, 242]",904
2788,"[240.90750809637257, 80.69547138191683, 352.0]","[233, 74]",543
2789,"[50.61697708698852, 275.0882499816617, 48.0]","[51, 265]",935
2790,"[195.05853721079785, 387.61013753746306, 326.0]","[185, 386]",1162
2791,"[133.85697068564977, 413.1441890326942, 326.0]","[124, 411]",738
2792,"[416.1844032095978, 453.7468246249834, 292.0]","[407, 458]",841
2793,"[446.2628384521401, 335.08507805200446, 30.0]","[444, 325]",708
2794,"[240.51979636587416, 298.24138112317166, 42.0]","[240, 288]",470
2795,"[589.086889830844, 267.6413299516671, 166.0]","[598, 273]",636
2796,"[470.8625087569086, 181.0341965953255, 162.0]","[480, 186]",868
2797,"[432.3454637710387, 204.7538905917619, 10.0]","[427, 196]",576
2798,"[640.1545176356572, 304.870415904451, 318.0]","[639, 315]",22
2799,"[66.87765675004259, 80.19444974901316, 12.0]","[61, 72]",909
2800,"[405.9724772450252, 433.7259981496559, 210.0]","[408, 444]",806
2801,"[266.6635296177748, 448.3582961769411, 44.0]","[267, 438]",187
2802,"[68.06408760015891, 396.06828316836703, 6.0]","[62, 388]",1538
2803,"[494.4260484635392, 349.66844774263996, 218.0]","[495, 360]",1140
2804,"[342.98933899697, 135.80394920724078, 26.0]","[340, 126]",896
2805,"[62.132138196952816, 156.3174718271709, 44.0]","[62, 146]",813
2806,"[279.44257939138487, 99.23609760855791, 42.0]","[279, 89]",978
2807,"[633.0315273144721, 254.56475181371218, 118.0]","[643, 252]",608
2808,"[103.9570053524164, 105.11879515119928, 14.0]","[99, 96]",1322
2809,"[100.7758888777469, 100.04874810623633, 56.0]","[103, 90]",1423
2810,"[727.5204842853749, 116.73193512163604, 100.0]","[736, 111]",703
2811,"[659.6888249088151, 465.14634237508864, 194.0]","[665, 474]",548
2812,"[479.4398642519005, 418.8416867236658, 224.0]","[480, 429]",911
2813,"[525.9333914526376, 219.7814191280354, 14.0]","[521, 211]",506
2814,"[480.9381168254618, 175.51129042638064, 78.0]","[487, 167]",256
2815,"[628.6293382993565, 305.0793689313732, 214.0]","[630, 315]",1120
2816,"[639.039551116968, 305.966253195811, 74.0]","[644, 297]",552
2817,"[650.555941912855, 97.28496441852188, 174.0]","[658, 104]",776
2818,"[602.4445888082295, 320.5058658596111, 202.0]","[606, 330]",1216
2819,"[712.917112681887, 167.565707001203, 172.0]","[721, 174]",885
2820,"[132.93751894270378, 264.0004186059034, 188.0]","[139, 272]",203
2821,"[316.43812880867455, 94.62373832728785, 18.0]","[326, 98]",10
2822,"[95.9731669602318, 492.6691972963821, 310.0]","[86, 494]",452
2823,"[532.8985510935091, 327.4009503822443, 48.0]","[534, 317]",575
2824,"[459.3439372650024, 429.2108959435336, 318.0]","[449, 429]",804
2825,"[470.796585444497, 90.52823644737614, 134.0]","[481, 90]",960
2826,"[195.7560106364054, 273.9265665917798, 332.0]","[186, 271]",797
2827,"[530.156419769133, 170.72674587857998, 262.0]","[524, 179]",176
2828,"[287.27565142876153, 267.7663596624529, 112.0]","[297, 264]",469
2829,"[83.3854793840886, 241.8199406174118, 4.0]","[77, 234]",1429
2830,"[661.4316101756045, 427.7047258286139, 232.0]","[660, 438]",1251
2831,"[356.0695242333099, 117.09483931826207, 80.0]","[362, 109]",913
2832,"[228.88370879967212, 109.04009961059465, 56.0]","[231, 99]",603
2833,"[59.628307867726406, 96.48875289721278, 334.0]","[50, 93]",298
2834,"[624.8257130516427, 387.90847466614724, 158.0]","[634, 392]",556
2835,"[593.6829727980777, 528.7744376027515, 250.0]","[589, 538]",786
2836,"[215.53897947069885, 258.4265323762329, 10.0]","[210, 250]",286
2837,"[177.54238249308568, 246.7118932850299, 114.0]","[187, 243]",452
2838,"[234.2268052847928, 542.1285212911653, 336.0]","[225, 538]",1327
2839,"[265.825541264052, 123.51723090764389, 106.0]","[275, 119]",924
2840,"[720.7378421416615, 184.91615537250075, 142.0]","[731, 186]",1048
2841,"[535.617046154403, 244.95827187664952, 222.0]","[536, 255]",554
2842,"[150.52144688956582, 338.4804313637371, 104.0]","[159, 333]",365
2843,"[597.4999432926621, 255.80691932094152, 154.0]","[607, 259]",964
2844,"[624.181256436067, 391.28707098930767, 184.0]","[631, 399]",989
2845,"[383.8521333243895, 223.6564063307384, 182.0]","[391, 231]",628
2846,"[85.87029627873154, 463.73143206813313, 344.0]","[77, 459]",1633
2847,"[196.87153595414682, 317.3166616611424, 148.0]","[207, 320]",235
2848,"[475.35966143552065, 373.291841061585, 174.0]","[483, 380]",434
2849,"[668.9845093254881, 148.097932026323, 96.0]","[677, 142]",685
2850,"[527.8604137810078, 523.5646400711139, 266.0]","[521, 531]",636
2851,"[106.12400954944613, 64.73159198906387, 76.0]","[111, 56]",413
2852,"[171.22066526245226, 372.0583458334095, 320.0]","[161, 371]",1045
2853,"[578.5558595096145, 463.793721617945, 4.0]","[572, 456]",145
2854,"[293.0303805075836, 372.1436343192502, 56.0]","[295, 362]",417
2855,"[190.581041343604, 95.81066385117514, 114.0]","[200, 92]",1044
2856,"[328.92701668611244, 315.37355940090134, 2.0]","[322, 308]",898
2857,"[474.4009522048122, 266.35874466346166, 192.0]","[480, 275]",691
2858,"[416.902623523268, 533.2520348839166, 346.0]","[408, 528]",582
2859,"[598.8186428856793, 167.2013265903293, 66.0]","[603, 158]",78
2860,"[562.2324450099959, 182.79869119910776, 58.0]","[565, 173]",670
2861,"[658.0899787387929, 371.283921936428, 198.0]","[663, 380]",1324
2862,"[77.91392203661518, 87.30429752388639, 12.0]","[72, 79]",227
2863,"[99.95171303893184, 398.70592355257713, 2.0]","[93, 391]",406
2864,"[379.0714220979482, 329.9381181873636, 234.0]","[377, 340]",738
2865,"[428.7030080559801, 306.80971772145153, 226.0]","[428, 317]",450
2866,"[694.3184228020815, 236.9803976627851, 218.0]","[695, 247]",452
2867,"[72.88147676750746, 527.6005499613842, 280.0]","[64, 533]",805
2868,"[527.7125204525385, 212.5202224010752, 68.0]","[532, 203]",591
